SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1532 Pierce St,Fayetteville,NC,28305,114900,2,1.0,SAVOY HGTS,760,6098,1949,2,151,,Active,,,https://www.redfin.com/NC/Fayetteville/1532-Pierce-St-28305/home/125824132,LPRMLS,703961,N,Y,35.0441765,-78.9030201
MLS Listing,,Single Family Residential,127 Buckingham Ave,Fayetteville,NC,28301,159500,4,1.0,HILLSIDE COURT,1554,15682,1949,2,103,,Active,,,https://www.redfin.com/NC/Fayetteville/127-Buckingham-Ave-28301/home/125936584,LPRMLS,703889,N,Y,35.0772629,-78.8784916
MLS Listing,,Single Family Residential,6495 Portsmouth Dr,Fayetteville,NC,28314,149500,3,2.0,GLENBROOK,1236,,1971,2,121,,Active,,,https://www.redfin.com/NC/Fayetteville/6495-Portsmouth-Dr-28314/home/125243988,LPRMLS,702390,N,Y,35.0507432,-78.9970068
MLS Listing,,Single Family Residential,3527 Clearwater Dr,Fayetteville,NC,28311,297500,4,2.0,Hillendale West,2700,24393,1963,2,110,,Active,,,https://www.redfin.com/NC/Fayetteville/3527-Clearwater-Dr-28311/home/125251102,TMLS,2509125,N,Y,35.1077529,-78.8973721
MLS Listing,,Single Family Residential,1510 Cain Rd,Fayetteville,NC,28303,314900,3,2.0,EUTAW,1684,,1955,2,187,,Active,,,https://www.redfin.com/NC/Fayetteville/1510-Cain-Rd-28303/home/179663103,LPRMLS,703833,N,Y,35.0846126,-78.9256252
MLS Listing,,Single Family Residential,726 Athens Ave,Fayetteville,NC,28301,375000,3,2.5,HAYMOUNT,2524,13939,1935,2,149,,Active,,,https://www.redfin.com/NC/Fayetteville/726-Athens-Ave-28301/home/125507604,LPRMLS,703934,N,Y,35.0574195,-78.8912706
MLS Listing,,Single Family Residential,5587 Aster Ct,Fayetteville,NC,28311,235000,4,2.0,JULIE HTS,1682,17424,1968,2,140,,Active,,,https://www.redfin.com/NC/Fayetteville/5587-Aster-Ct-28311/home/125918981,LPRMLS,703912,N,Y,35.1071913,-78.9359619
MLS Listing,,Single Family Residential,6770 Weeping Water Run,Fayetteville,NC,28314,260000,3,2.0,Cliffdale West,2086,16552,1985,2,125,,Active,,,https://www.redfin.com/NC/Fayetteville/6770-Weeping-Water-Run-28314/home/126500114,TMLS,2507097,N,Y,35.0667487,-79.0678378
MLS Listing,,Single Family Residential,1223 Faison Ave,Fayetteville,NC,28304,175000,3,1.0,WELMAR HGTS,1109,,1958,2,158,,Active,,,https://www.redfin.com/NC/Fayetteville/1223-Faison-Ave-28304/home/126050723,LPRMLS,703939,N,Y,35.0297015,-78.9446238
MLS Listing,,Single Family Residential,1522 Stonewood Dr,Fayetteville,NC,28306,287500,5,3.0,STONE WOOD,2368,,2006,3,121,6,Active,,,https://www.redfin.com/NC/Fayetteville/1522-Stonewood-Dr-28306/home/125880452,LPRMLS,703697,N,Y,35.0316232,-78.9009958
MLS Listing,,Single Family Residential,311 Jasper St,Fayetteville,NC,28301,113000,3,1.0,MURCHISON,1400,21000,1945,3,81,,Active,,,https://www.redfin.com/NC/Fayetteville/311-Jasper-St-28301/home/125350014,LPRMLS,703926,N,Y,35.0872117,-78.900688
MLS Listing,,Single Family Residential,305 Woodside Ave,Fayetteville,NC,28301,298000,3,2.0,HAYMOUNT,1802,16117,1955,3,165,,Active,,,https://www.redfin.com/NC/Fayetteville/305-Woodside-Ave-28301/home/125375068,LPRMLS,703825,N,Y,35.0591962,-78.8921107
MLS Listing,,Single Family Residential,2621 Christy Ct,Fayetteville,NC,28304,270000,3,2.0,PARK PLACE,1643,17860,2019,3,164,19,Active,,,https://www.redfin.com/NC/Fayetteville/2621-Christy-Ct-28304/home/148579341,LPRMLS,703936,N,Y,35.0083831,-78.9817592
MLS Listing,,Mobile/Manufactured Home,1449 Bladen Union Church Rd,Fayetteville,NC,28306,260000,3,2.0,,2240,78844,1997,3,116,,Active,,,https://www.redfin.com/NC/Fayetteville/1449-Bladen-Union-Church-Rd-28306/home/116752757,LPRMLS,703935,N,Y,34.8241217,-78.8586344
MLS Listing,,Single Family Residential,300 Woodcrest Rd,Fayetteville,NC,28305,599900,4,4.5,HAYMOUNT,3694,,1958,3,162,,Active,,,https://www.redfin.com/NC/Fayetteville/300-Woodcrest-Rd-28305/home/126738691,LPRMLS,703933,N,Y,35.0525382,-78.9030533
MLS Listing,,Single Family Residential,306 Hinsdale Ave,Fayetteville,NC,28305,269900,3,2.0,HAYMOUNT,1407,6098,1982,3,192,,Active,,,https://www.redfin.com/NC/Fayetteville/306-Hinsdale-Ave-28305/home/125507527,LPRMLS,703724,N,Y,35.0596899,-78.8942583
MLS Listing,,Single Family Residential,5601 Shenandoah Dr,Fayetteville,NC,28304,240000,3,2.0,SHENANDOAH,1540,,1975,3,156,,Active,,,https://www.redfin.com/NC/Fayetteville/5601-Shenandoah-Dr-28304/home/125895222,LPRMLS,702150,N,Y,35.0258478,-78.9749625
MLS Listing,,Single Family Residential,810 Griffin St,Fayetteville,NC,28312,125000,3,1.0,DAVIS VILLAGE,1059,20909,1953,3,118,,Active,,,https://www.redfin.com/NC/Fayetteville/810-Griffin-St-28312/home/125520890,LPRMLS,702271,N,Y,35.0328729,-78.8472666
MLS Listing,,Single Family Residential,3044 N Kilchattan Dr,Fayetteville,NC,28306,349900,4,3.5,PEARTREE WEST,2162,,2017,3,162,20,Active,,,https://www.redfin.com/NC/Fayetteville/3044-N-Kilchattan-Dr-28306/home/167999225,LPRMLS,703801,N,Y,34.9701354,-79.0287709
MLS Listing,,Single Family Residential,2295 Hackney Loop,Fayetteville,NC,28306,185000,3,1.5,HACKNEY HLS,1250,,1983,3,148,,Active,,,https://www.redfin.com/NC/Fayetteville/2295-Hackney-Loop-28304/home/125658655,LPRMLS,703906,N,Y,35.0133449,-79.0120356
MLS Listing,,Single Family Residential,3401 Florida Dr,Fayetteville,NC,28311,225000,4,2.0,GREENBRIAR,1713,15682,1968,3,131,,Active,,,https://www.redfin.com/NC/Fayetteville/3401-Florida-Dr-28311/home/125349324,LPRMLS,702128,N,Y,35.1034886,-78.8668608
MLS Listing,,Single Family Residential,830 Harry Truman Dr,Fayetteville,NC,28311,425000,5,4.0,PATRIOT PARK VILLAGE,3715,9583,2012,3,114,22,Active,,,https://www.redfin.com/NC/Fayetteville/830-Harry-Truman-Rd-28311/home/126042676,LPRMLS,703878,N,Y,35.153746,-78.8974592
MLS Listing,,Single Family Residential,2374 Dunwoody Dr,Fayetteville,NC,28306,295000,4,2.0,Middleton,1773,25264,1992,3,166,,Active,,,https://www.redfin.com/NC/Fayetteville/2374-Dunwoody-Dr-28306/home/125666276,TMLS,2508803,N,Y,34.9981934,-79.0016133
MLS Listing,,Condo/Co-op,6764 Willowbrook Dr #3,Fayetteville,NC,28314,75000,2,2.0,STEWARTS CREEK GREEN,1253,,1986,3,60,198,Active,,,https://www.redfin.com/NC/Fayetteville/6764-Willowbrook-Dr-28314/unit-3/home/185320491,LPRMLS,703831,N,Y,35.0755146,-79.0164295
MLS Listing,,Single Family Residential,3129 Coleman Rd,Fayetteville,NC,28312,1280000,4,3.5,,4631,1306800,1990,3,276,,Active,,,https://www.redfin.com/NC/Fayetteville/3129-Coleman-Rd-28312/home/125842009,LPRMLS,703882,N,Y,35.1211908,-78.8041554
MLS Listing,,Single Family Residential,120 Ellington St,Fayetteville,NC,28305,420000,4,2.5,HAYMOUNT,2422,,2017,3,173,,Active,,,https://www.redfin.com/NC/Fayetteville/120-Ellington-St-28305/home/144086422,LPRMLS,703876,N,Y,35.0577912,-78.9091274
MLS Listing,,Single Family Residential,2240 Spindle Tree Dr,Fayetteville,NC,28304,189000,3,2.0,BEAVER CK S,1220,,1991,3,155,,Active,,,https://www.redfin.com/NC/Fayetteville/2240-Spindle-Tree-Dr-28304/home/126697748,LPRMLS,702350,N,Y,35.0118425,-78.9774041
MLS Listing,,Single Family Residential,311 Brainerd Ave,Fayetteville,NC,28301,225000,3,3.0,Myrtle Hill,1987,18295,1959,3,113,,Active,,,https://www.redfin.com/NC/Fayetteville/311-Brainerd-Ave-28301/home/125509738,TMLS,2507703,N,Y,35.0928083,-78.8725658
MLS Listing,,Single Family Residential,307 Brainerd Ave,Fayetteville,NC,28301,100000,2,1.0,Myrtle Hill,866,15681,1952,3,115,,Active,,,https://www.redfin.com/NC/Fayetteville/307-Brainerd-Ave-28301/home/125566813,TMLS,2507705,N,Y,35.0930507,-78.8724332
MLS Listing,,Single Family Residential,427 Crystal Dr,Fayetteville,NC,28311,415000,4,2.5,FAYETTEVILLE,2571,20473,2023,4,161,,Active,,,https://www.redfin.com/NC/Fayetteville/427-Crystal-Dr-28311/home/185314294,LPRMLS,703862,N,Y,35.12098,-78.88686
MLS Listing,,Single Family Residential,6311 Stoney Point Loop,Fayetteville,NC,28306,228000,3,2.0,STONEY PT,1563,,1979,4,146,,Active,,,https://www.redfin.com/NC/Fayetteville/6311-Stoney-Point-Loop-28306/home/125885890,LPRMLS,702426,N,Y,34.9827729,-78.9903727
MLS Listing,,Single Family Residential,3640 Abernathy Dr #4,Fayetteville,NC,28311,249900,3,2.0,COUNTRY CLUB HILLS (JACK),2332,12197,2001,4,107,,Active,,,https://www.redfin.com/NC/Fayetteville/3640-Abernathy-Dr-28311/unit-4/home/185313675,LPRMLS,703858,N,Y,35.1118971,-78.8866279
MLS Listing,,Single Family Residential,2450 Silverbell Loop,Fayetteville,NC,28304,204000,3,2.0,PEBBLE CREEK,1280,10454,1995,4,159,,Active,,,https://www.redfin.com/NC/Fayetteville/2450-Silver-Bell-Loop-28304/home/125770057,LPRMLS,702533,N,Y,35.0059253,-78.9782933
MLS Listing,,Single Family Residential,2219 Westdale Dr,Fayetteville,NC,28303,250000,2,1.5,Haymount,1162,8712,1950,4,215,,Pre On-Market,,,https://www.redfin.com/NC/Fayetteville/2219-Westdale-Dr-28303/home/125359600,TMLS,2508604,N,Y,35.0600685,-78.919078
MLS Listing,,Single Family Residential,1739 Martindale Dr,Fayetteville,NC,28304,135000,2,1.5,EVERGREEN,1355,,1960,4,100,,Active,,,https://www.redfin.com/NC/Fayetteville/1739-Martindale-Dr-28304/home/126619536,LPRMLS,703835,N,Y,35.0266321,-78.9468333
MLS Listing,,Single Family Residential,3024 Metthame Dr,Fayetteville,NC,28306,324000,3,2.5,GATES FOUR,1957,,2004,4,166,77,Active,,,https://www.redfin.com/NC/Fayetteville/3024-Metthame-Dr-28306/home/126419197,LPRMLS,703582,N,Y,34.9955931,-79.0218166
MLS Listing,,Single Family Residential,816 Bunce Rd,Fayetteville,NC,28314,179900,3,2.0,GLENBROOK,1125,,1972,4,160,,Active,,,https://www.redfin.com/NC/Fayetteville/816-Bunce-Rd-28314/home/126657788,LPRMLS,703843,N,Y,35.0498954,-78.9975942
MLS Listing,,Single Family Residential,1067 Pleasant Oak Dr,Fayetteville,NC,28314,217900,3,2.0,CLIFFDALE FORES,1560,14810,1986,4,140,,Active,,,https://www.redfin.com/NC/Fayetteville/1067-Pleasant-Oak-Dr-28314/home/125869075,LPRMLS,703829,N,Y,35.0443878,-79.0619015
MLS Listing,,Single Family Residential,1935 Ashton Rd,Fayetteville,NC,28304,165500,3,2.0,SHERWOOD PK,1092,,1965,4,152,,Active,,,https://www.redfin.com/NC/Fayetteville/1935-Ashton-Rd-28304/home/126172301,LPRMLS,702442,N,Y,35.0149304,-78.9523029
MLS Listing,,Single Family Residential,7308 Shillinglaw Cir,Fayetteville,NC,28314,235000,3,2.0,BROOKRUN,1665,11326,1994,4,141,,Active,,,https://www.redfin.com/NC/Fayetteville/7308-Shillinglaw-Cir-28314/home/126596767,LPRMLS,703673,N,Y,35.0603173,-79.0452383
MLS Listing,,Single Family Residential,2530 Sunnyside School Rd,Fayetteville,NC,28312,210000,3,2.0,,1816,,1976,4,116,,Active,,,https://www.redfin.com/NC/Fayetteville/2530-Sunnyside-School-Rd-28312/home/125787455,LPRMLS,703728,N,Y,35.0289289,-78.8322255
MLS Listing,,Condo/Co-op,6772 Willowbrook Dr #3,Fayetteville,NC,28314,79900,2,2.0,STEWARTS CK,1145,,1986,4,70,215,Active,,,https://www.redfin.com/NC/Fayetteville/6772-Willowbrook-Dr-28314/unit-3/home/125988568,LPRMLS,703817,N,Y,35.0758705,-79.0166061
MLS Listing,,Single Family Residential,502 Langdon St,Fayetteville,NC,28301,180000,3,2.0,CHESTNUT HILLS,1964,13504,1964,4,92,,Active,,,https://www.redfin.com/NC/Fayetteville/502-Langdon-St-28301/home/126154693,LPRMLS,703657,N,Y,35.0784602,-78.8901635
MLS Listing,,Single Family Residential,146 Lofton Dr,Fayetteville,NC,28311,318000,4,3.0,KINWOOD,2300,,1978,5,138,,Active,,,https://www.redfin.com/NC/Fayetteville/146-Lofton-Dr-28311/home/126674166,LPRMLS,701944,N,Y,35.1406698,-78.8691605
MLS Listing,,Vacant Land,"416, 416A, 418 420 Bryan St",Fayetteville,NC,28305,150000,,,,,20473,,5,,,Active,,,https://www.redfin.com/NC/Fayetteville/420-Bryan-St-28305/home/127319441,LPRMLS,702382,N,Y,35.05109,-78.898591
MLS Listing,,Vacant Land,1008 Branson St,Fayetteville,NC,28305,39000,,,,,8276,,5,,,Active,,,https://www.redfin.com/NC/Fayetteville/1008-Branson-St-28305/home/126261856,LPRMLS,702384,N,Y,35.052937,-78.89722
MLS Listing,,Vacant Land,911 Branson St,Fayetteville,NC,28305,39000,,,,,4792,,5,,,Active,,,https://www.redfin.com/NC/Fayetteville/911-Branson-St-28305/home/125533922,LPRMLS,702386,N,Y,35.0523715,-78.896009
MLS Listing,,Single Family Residential,1555 Ellie Ave,Fayetteville,NC,28314,435000,4,3.0,JAMES CREEK NORTH AT TREYBURN,2624,,2006,5,166,33,Active,,,https://www.redfin.com/NC/Fayetteville/1555-Ellie-Ave-28314/home/126178624,LPRMLS,703791,N,Y,35.0457175,-79.0887332
MLS Listing,,Single Family Residential,1445 Thelbert Dr,Fayetteville,NC,28301,175000,3,1.5,SEABROOK HL,1155,9148,1963,5,152,,Active,,,https://www.redfin.com/NC/Fayetteville/1445-Thelbert-Dr-28301/home/125511095,LPRMLS,703789,N,Y,35.0774801,-78.9079826
MLS Listing,,Single Family Residential,284 Channing Dr,Fayetteville,NC,28303,164900,3,1.0,LAGRANGE,1175,20038,1964,5,140,,Active,,,https://www.redfin.com/NC/Fayetteville/284-Channing-Dr-28303/home/125680031,LPRMLS,702235,N,Y,35.097041,-79.0151709
MLS Listing,,Single Family Residential,313 Palomar St,Fayetteville,NC,28314,245000,3,2.0,WESTWOOD,1852,,1963,5,132,,Active,,,https://www.redfin.com/NC/Fayetteville/313-Palomar-St-28314/home/125475683,LPRMLS,702530,N,Y,35.0623188,-78.9509429
MLS Listing,,Vacant Land,1114 Morgan St,Fayetteville,NC,28305,39000,,,,,7841,,5,,,Active,,,https://www.redfin.com/NC/Fayetteville/1114-Morgan-St-28305/home/126326339,LPRMLS,702387,N,Y,35.0508613,-78.8989196
MLS Listing,,Vacant Land,506 Link St,Fayetteville,NC,28301,29000,,,,,7405,,5,,,Active,,,https://www.redfin.com/NC/Fayetteville/506-Link-St-28301/home/125578757,LPRMLS,702388,N,Y,35.0516435,-78.8675442
MLS Listing,,Vacant Land,306 B St,Fayetteville,NC,28035,39000,,,,,8276,,5,,,Active,,,https://www.redfin.com/NC/Fayetteville/306-B-St-28301/home/126187959,LPRMLS,702440,N,Y,35.052237,-78.867837
MLS Listing,,Vacant Land,Lot 10 NC 24 Hwy W,Fayetteville,NC,28312,11250,,,FAYETTEVILLE,,75359,,5,,,Active,,,https://www.redfin.com/NC/Eastover/Lot-10-NC-24-HWY-W-28312/home/185295731,LPRMLS,703751,N,Y,35.0326,-78.7948
MLS Listing,,Single Family Residential,5604 Goose Creek Ln,Fayetteville,NC,28304,294500,3,2.5,BEAVER CRK,2414,16553,1988,5,122,,Active,,,https://www.redfin.com/NC/Fayetteville/5604-Goose-Creek-Ln-28304/home/125571748,LPRMLS,701741,N,Y,35.0151336,-78.977187
MLS Listing,,Single Family Residential,319 Nugget Ct,Fayetteville,NC,28311,179900,3,1.5,TIFFANY PIN,1132,13939,1979,5,159,,Active,,,https://www.redfin.com/NC/Fayetteville/319-Nugget-Ct-28311/home/126455397,LPRMLS,703622,N,Y,35.126408,-78.9113865
MLS Listing,,Single Family Residential,2628 Stonehaven Dr,Fayetteville,NC,28306,165000,3,1.0,,975,20038,1967,6,169,,Active,,,https://www.redfin.com/NC/Fayetteville/2628-Stonehaven-Dr-28306/home/126255617,LPRMLS,703744,N,Y,35.0076178,-78.9550081
MLS Listing,,Multi-Family (2-4 Unit),608 Miller Ave Unit 608/610,Fayetteville,NC,28304,300000,,,GREENWOOD,,,1981,6,,,Active,,,https://www.redfin.com/NC/Fayetteville/608-Miller-Ave-28304/unit-608-610/home/184160091,LPRMLS,703743,N,Y,35.0373926,-78.9458648
MLS Listing,,Single Family Residential,804 Hilton Dr,Fayetteville,NC,28311,232500,3,2.5,LAKERIDGE,1770,,1991,6,131,,Active,,,https://www.redfin.com/NC/Fayetteville/804-Hilton-Dr-28311/home/126726517,LPRMLS,703671,N,Y,35.1022407,-78.9057279
MLS Listing,,Single Family Residential,518 Foxdenton Pl,Fayetteville,NC,28303,240000,3,2.0,ROUNDTREE,1450,,2002,6,166,,Active,,,https://www.redfin.com/NC/Fayetteville/518-Foxdenton-Pl-28303/home/125719355,LPRMLS,703739,N,Y,35.0926517,-78.99967
MLS Listing,,Vacant Land,None,Fayetteville,NC,28301,20800,,,ECCLES PARK,,1132560,,6,,,Active,,,https://www.redfin.com/NC/E-FAYETTEVLLE/9th-St-28301/home/185283974,LPRMLS,701853,N,Y,35.0679,-78.8839
MLS Listing,,Vacant Land,1331 Longleaf Dr,Fayetteville,NC,28305,185000,,,FOREST LKS,,13504,,6,,,Active,,,https://www.redfin.com/NC/Fayetteville/1331-Longleaf-Dr-28305/home/126464129,LPRMLS,703692,N,Y,35.042555,-78.903583
MLS Listing,,Vacant Land,1335 Longleaf Dr,Fayetteville,NC,28305,185000,,,FOREST LKS,,13504,,6,,,Active,,,https://www.redfin.com/NC/Fayetteville/1335-Longleaf-Dr-28305/home/126523421,LPRMLS,703701,N,Y,35.042412,-78.903314
MLS Listing,,Vacant Land,Shadowmoss Dr,Fayetteville,NC,28312,60000,,,FAYETTEVILLE,,211702,,6,,,Active,,,https://www.redfin.com/NC/Fayetteville/Shadowmoss-Dr-28312/home/163111958,LPRMLS,701908,N,Y,35.065156,-78.777088
MLS Listing,,Vacant Land,Randolph Ave,Fayetteville,NC,28311,25000,,,FAYETTEVILLE,,20909,,6,,,Active,,,https://www.redfin.com/NC/Fayetteville/Randolph-Ave-28311/home/183277491,LPRMLS,701897,N,Y,35.0679,-78.8839
MLS Listing,,Vacant Land,726 Shaw Rd,Fayetteville,NC,28303,10000,,,FAYETTEVILLE,,24829,,6,,,Active,,,https://www.redfin.com/NC/Fayetteville/726-Shaw-Rd-28303/home/125828819,LPRMLS,701476,N,Y,35.105099,-78.947231
MLS Listing,,Vacant Land,Neville St,Fayetteville,NC,28301,100000,,,RAMSEY ST,,148104,,6,,,Active,,,https://www.redfin.com/NC/Fayetteville/Neville-St-28301/home/125298174,LPRMLS,703669,N,Y,35.073765,-78.871891
MLS Listing,,Single Family Residential,6850 Towbridge Rd,Fayetteville,NC,28306,419000,4,3.0,GATES FOUR,2509,20473,1977,6,167,75,Active,,,https://www.redfin.com/NC/Fayetteville/6850-Towbridge-Rd-28306/home/125743096,LPRMLS,703709,N,Y,34.9932401,-79.0125655
MLS Listing,,Single Family Residential,808 Longview Drive Ext,Fayetteville,NC,28311,235000,3,2.0,LONGVIEW ACRES,1547,87120,1949,6,152,,Active,,,https://www.redfin.com/NC/Fayetteville/808-Longview-Drive-Ext-28311/home/125396153,LPRMLS,702345,N,Y,35.113446,-78.863589
MLS Listing,,Single Family Residential,431 Hallmark Rd,Fayetteville,NC,28303,242000,3,2.0,COTTONADE,2117,,1971,6,114,,Active,,,https://www.redfin.com/NC/Fayetteville/431-Hallmark-Rd-28303/home/126288367,LPRMLS,702518,N,Y,35.0970523,-78.9834819
MLS Listing,,Single Family Residential,6531 Summerchase Dr,Fayetteville,NC,28311,780000,4,5.0,GREYSTONE FARMS,5017,28314,1995,6,155,28,Active,,,https://www.redfin.com/NC/Fayetteville/6531-Summerchase-Dr-28311/home/126683752,LPRMLS,702548,N,Y,35.1609751,-78.8636986
MLS Listing,,Single Family Residential,4350 Saleeby Way,Fayetteville,NC,28306,432000,5,3.5,THE PRESERVE AT LAKE UPCHURCH,2723,9583,2018,6,159,46,Active,,,https://www.redfin.com/NC/Fayetteville/4350-Saleeby-Way-28306/home/127807067,LPRMLS,703557,N,Y,34.96301,-79.006773
MLS Listing,,Single Family Residential,5234 Mawood Ave,Fayetteville,NC,28314,235000,3,2.5,KENDALL,1722,13504,1978,7,136,,Active,,,https://www.redfin.com/NC/Fayetteville/5234-Mawood-St-28314/home/125382646,LPRMLS,701596,N,Y,35.0768379,-78.9693675
MLS Listing,,Vacant Land,2519 Southern Ave,Fayetteville,NC,28306,110000,,,OAKLAND,,11326,,8,,,Active,,,https://www.redfin.com/NC/Fayetteville/2519-Southern-Ave-28306/home/125347874,LPRMLS,703658,N,Y,35.0165709,-78.9051346
MLS Listing,,Single Family Residential,538 Old Farm Rd,Fayetteville,NC,28314,260000,3,2.5,EDENS FARM,2118,,1993,8,123,,Active,,,https://www.redfin.com/NC/Fayetteville/538-Old-Farm-Rd-28314/home/125433613,LPRMLS,703655,N,Y,35.0730034,-78.9812953
MLS Listing,,Single Family Residential,409 Vista Dr,Fayetteville,NC,28305,255000,2,1.0,HAYMOUNT,1501,14810,1948,8,170,,Active,,,https://www.redfin.com/NC/Fayetteville/409-Vista-Dr-28305/home/125315954,LPRMLS,702262,N,Y,35.0494875,-78.901528
MLS Listing,,Single Family Residential,812 Stamper Rd,Fayetteville,NC,28303,264900,3,2.0,EUTAW,2191,43560,1956,9,121,,Active,,,https://www.redfin.com/NC/Fayetteville/812-Stamper-Rd-28303/home/126662551,LPRMLS,702510,N,Y,35.0731144,-78.921907
MLS Listing,,Single Family Residential,4416 Bluebush Dr,Fayetteville,NC,28312,319900,3,2.0,BAYWOOD,1736,,2004,9,184,,Active,,,https://www.redfin.com/NC/Fayetteville/4416-Bluebush-Dr-28312/home/126069334,LPRMLS,703638,N,Y,35.0492289,-78.7528235
MLS Listing,,Single Family Residential,314 Narwhal Ct,Fayetteville,NC,28314,260000,3,2.0,WATERS EDGE,1596,9583,1979,9,163,,Active,,,https://www.redfin.com/NC/Fayetteville/314-Narwhal-Ct-28314/home/125918934,LPRMLS,703563,N,Y,35.063256,-78.991764
MLS Listing,,Single Family Residential,1608 Pugh St,Fayetteville,NC,28305,460000,4,3.0,HAYMOUNT,2248,17424,1947,9,205,,Active,,,https://www.redfin.com/NC/Fayetteville/1608-Pugh-St-28305/home/125833012,LPRMLS,703592,N,Y,35.0556111,-78.9075847
MLS Listing,,Single Family Residential,2227 Gray Goose Loop,Fayetteville,NC,28306,264900,3,2.5,BROOKSHIRE,1754,,2007,10,151,,Active,,,https://www.redfin.com/NC/Fayetteville/2227-Gray-Goose-Loop-28306/home/126030632,LPRMLS,703602,N,Y,35.0021767,-78.9346361
MLS Listing,,Single Family Residential,5705 Cloister Ct,Fayetteville,NC,28314,289000,3,2.5,WATERS EDGE,1681,15682,1979,10,172,,Active,,,https://www.redfin.com/NC/Fayetteville/5705-Cloister-Ct-28314/home/125523592,LPRMLS,702251,N,Y,35.0605337,-78.9842991
MLS Listing,,Single Family Residential,6865 Bailey Lake Rd,Fayetteville,NC,28304,180000,3,2.0,RIDGE WOOD,1239,16117,1996,10,145,,Active,,,https://www.redfin.com/NC/Fayetteville/6865-Bailey-Lake-Rd-28304/home/126765107,LPRMLS,702434,N,Y,35.02713,-78.9979022
MLS Listing,,Single Family Residential,3612 Camberly Dr,Fayetteville,NC,28306,495000,4,2.5,GATES FOUR,2780,,2020,10,178,76,Active,,,https://www.redfin.com/NC/Fayetteville/3612-Camberly-Dr-28306/home/148580221,LPRMLS,701536,N,Y,35.0054415,-79.02164
MLS Listing,,Single Family Residential,2052 Yellowbrick Rd,Fayetteville,NC,28314,260000,3,2.5,SCOTTS MILL SO,1920,10019,2010,10,135,14,Active,,,https://www.redfin.com/NC/Fayetteville/2052-Yellowbrick-Rd-28314/home/126834229,LPRMLS,702551,N,Y,35.0412333,-79.0793562
MLS Listing,,Condo/Co-op,1611 Bluffside Dr #106,Fayetteville,NC,28312,200000,3,2.5,River Bluff,1939,,2007,10,103,281,Pre On-Market,,,https://www.redfin.com/NC/Fayetteville/1611-Bluffside-Dr-28312/unit-106/home/126521986,TMLS,2507399,N,Y,35.0558903,-78.8539831
MLS Listing,,Single Family Residential,410 Murray Hill Rd,Fayetteville,NC,28303,510000,5,4.0,MURRAY HILL,3885,,1971,10,131,,Active,,,https://www.redfin.com/NC/Fayetteville/410-Murray-Hill-Rd-28303/home/126284772,LPRMLS,703556,N,Y,35.0559106,-78.9394533
MLS Listing,,Single Family Residential,1106 Barwin Dr,Fayetteville,NC,28304,170000,3,1.5,BARWIN ESTATES,1419,,1971,10,120,,Active,,,https://www.redfin.com/NC/Fayetteville/1106-Barwin-Dr-28304/home/126709198,LPRMLS,702437,N,Y,35.0303618,-78.9597364
MLS Listing,,Single Family Residential,845 Red Cedar Ln,Fayetteville,NC,28306,304500,3,2.0,CEDAR GROVE,2020,15246,1996,11,151,,Active,,,https://www.redfin.com/NC/Fayetteville/845-Red-Cedar-Ln-28306/home/125780692,LPRMLS,702549,N,Y,34.9497397,-78.8835106
MLS Listing,,Vacant Land,TBD Gip Rd,Fayetteville,NC,28312,65000,,,,,357192,,11,,,Active,,,https://www.redfin.com/NC/Fayetteville/TBD-Gip-Rd-28312/home/185248667,LPRMLS,702210,N,Y,34.891448,-78.667518
MLS Listing,,Single Family Residential,5402 Palm Cir,Fayetteville,NC,28304,210000,3,2.0,LAFAYETTE V,1238,,2020,11,170,,Active,,,https://www.redfin.com/NC/Fayetteville/5402-Palm-Cir-28304/home/126205363,LPRMLS,702164,N,Y,35.036215,-78.9688374
MLS Listing,,Single Family Residential,1701 Empress Ln,Fayetteville,NC,28304,285000,3,2.5,Not In Subdivision,1820,11761,1994,11,157,,Active,,,https://www.redfin.com/NC/Fayetteville/1701-Empress-Ln-28304/home/126102703,NCRMLS,100377823,N,Y,35.0173479,-78.9907039
MLS Listing,,Vacant Land,444 Horseshoe Rd,Fayetteville,NC,28303,15000,,,,,10019,,11,,,Active,,,https://www.redfin.com/NC/Fayetteville/444-Horseshoe-Rd-28303/home/126268701,LPRMLS,702502,N,Y,35.093942,-78.994055
MLS Listing,,Single Family Residential,5544 Thackeray Dr,Fayetteville,NC,28306,225000,3,2.0,SADDLE RIDGE,1260,9148,2007,11,179,,Active,,,https://www.redfin.com/NC/Fayetteville/5544-Thackeray-Dr-28306/home/125308413,LPRMLS,702409,N,Y,34.9981766,-78.9496393
